name,arabidopsis_gene,isTF,isTR,gene_annotation
LOC111997263,AT3G21215,0,0,No Description available
LOC111997268,AT5G02320,1,0,transcription factor MYB3R-5
LOC111997269,--,0,0,small nucleolar RNA snoR86
LOC111997270,--,0,0,small nucleolar RNA snoR86
LOC111997271,AT2G25970,0,0,No Description available
LOC111997274,AT1G34750,0,0,probable protein phosphatase 2C 10
LOC111997278,AT3G22060,0,0,antimicrobial ginkbilobin-2-like protein
LOC111997281,AT5G23590,0,0,No Description available
LOC111997283,AT5G42210,0,0,No Description available
LOC111997288,--,0,0,No Description available
LOC111997291,AT1G01340,0,0,cyclic nucleotide-gated ion channel 1
LOC111997293,AT1G19715,0,0,agglutinin
LOC111997294,AT5G42190,0,0,SKP1-like protein 1A
LOC111997297,AT3G25882,0,0,protein NIM1-INTERACTING 2
LOC111997299,AT3G13890,1,0,transcription factor MYB21
LOC111997301,--,0,0,No Description available
LOC111997304,AT2G26180,0,0,protein IQ-DOMAIN 6
LOC111997305,AT3G25890,1,0,ethylene-responsive transcription factor ERF119
LOC111997309,AT1G67560,0,0,"lipoxygenase 6, chloroplastic"
LOC111997310,AT5G63380,0,0,4-coumarate--CoA ligase-like 9
LOC111997315,AT4G29560,0,0,No Description available
LOC111997316,--,0,0,No Description available
LOC111997319,AT1G48880,0,0,protein trichome berefringence-like 7
LOC111997320,AT5G48920,0,0,protein TRACHEARY ELEMENT DIFFERENTIATION-RELATED 7A
LOC111997324,AT4G31980,0,0,UPF0481 protein At3g47200-like
LOC111997325,AT1G47670,0,0,lysine histidine transporter-like 8
LOC111997328,AT2G28580,0,0,UPF0481 protein At3g47200
LOC111997330,AT5G17680,0,0,disease resistance protein Roq1
LOC111997340,AT2G10553,1,0,zinc finger CCCH domain-containing protein 55
LOC111997341,AT2G19580,0,0,tetraspanin-2
LOC111997342,AT2G16530,0,0,polyprenol reductase 2
LOC111997343,AT2G19570,0,0,cytidine deaminase 1
LOC111997344,AT4G29590,0,0,No Description available
LOC111997346,AT5G64630,0,0,chromatin assembly factor 1 subunit FAS2
LOC111997347,AT3G07500,1,0,protein FAR1-RELATED SEQUENCE 5
LOC111997348,AT3G25440,0,0,No Description available
LOC111997350,AT4G12850,1,0,protein FAR1-RELATED SEQUENCE 5
LOC111997351,AT2G19590,0,0,1-aminocyclopropane-1-carboxylate oxidase 1
LOC111997353,AT4G29660,0,0,No Description available
LOC111997354,--,0,0,No Description available
LOC111997355,--,0,0,No Description available
LOC111997356,AT4G31980,0,0,UPF0481 protein At3g47200
LOC111997358,AT4G38490,0,0,No Description available
LOC111997361,AT4G29670,0,0,"thioredoxin-like 2, chloroplastic"
LOC111997362,--,0,0,No Description available
LOC111997368,AT2G22450,0,0,"monofunctional riboflavin biosynthesis protein RIBA 2, chloroplastic"
LOC111997369,AT5G46450,0,0,No Description available
LOC111997371,AT4G27990,0,0,"ylmG homolog protein 1-2, chloroplastic"
LOC111997372,--,0,0,No Description available
LOC111997374,AT5G37590,0,0,No Description available
LOC111997377,--,0,0,No Description available
LOC111997380,AT3G52820,0,0,purple acid phosphatase 22
LOC111997381,AT5G65700,0,0,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1
LOC111997383,AT2G39830,0,1,protein DA1-related 2
LOC111997387,AT2G21120,0,0,probable magnesium transporter NIPA6
LOC111997391,AT2G29120,0,0,glutamate receptor 2.4
LOC111997392,AT4G22240,0,0,"plastid-lipid-associated protein, chloroplastic"
LOC111997394,AT1G05690,0,1,BTB/POZ and TAZ domain-containing protein 3
LOC111997397,AT2G25737,0,0,sulfite exporter TauE/SafE family protein 3
LOC111997398,AT2G29100,0,0,glutamate receptor 2.7
LOC111997404,AT1G33540,0,0,serine carboxypeptidase-like 17
LOC111997405,AT1G62390,0,0,protein CLMP1
LOC111997406,AT1G33540,0,0,serine carboxypeptidase-like 18
LOC111997407,AT2G34040,0,0,apoptosis inhibitor 5-like protein API5
LOC111997408,AT2G32950,0,0,E3 ubiquitin-protein ligase COP1
LOC111997409,AT1G33540,0,0,serine carboxypeptidase-like 13
LOC111997410,AT1G05010,0,0,1-aminocyclopropane-1-carboxylate oxidase
LOC111997411,AT5G05970,0,0,protein NEDD1
LOC111997412,AT3G55010,0,0,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic"
LOC111997413,AT3G20300,0,0,No Description available
LOC111997414,AT4G03965,0,0,No Description available
LOC111997415,AT4G22240,0,0,"plastid-lipid-associated protein, chloroplastic"
LOC111997418,AT1G13020,0,0,No Description available
LOC111997419,AT5G05980,0,0,folylpolyglutamate synthase
LOC111997421,--,0,0,No Description available
LOC111997423,AT5G20720,0,0,"20 kDa chaperonin, chloroplastic"
LOC111997428,AT3G16110,0,0,protein disulfide isomerase-like 1-6
LOC111997431,AT3G04550,0,0,"rubisco accumulation factor 1.1, chloroplastic"
LOC111997437,AT3G56070,0,0,peptidyl-prolyl cis-trans isomerase CYP19-3
LOC111997441,AT2G12400,0,0,No Description available
LOC111997442,AT2G41040,0,0,No Description available
LOC111997444,AT1G80530,0,0,protein NUCLEAR FUSION DEFECTIVE 4
LOC111997446,AT5G11090,0,0,No Description available
LOC111997447,AT4G32060,0,0,"calcium uptake protein, mitochondrial"
LOC111997449,AT2G12646,1,0,protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1
LOC111997451,AT5G61830,0,0,(+)-neomenthol dehydrogenase
LOC111997452,AT2G36370,0,0,BTB/POZ domain-containing protein FBL11-like
LOC111997454,AT5G18700,0,0,serine/threonine-protein kinase RUNKEL
LOC111997455,AT5G50990,0,0,pentatricopeptide repeat-containing protein At5g50990
LOC111997460,AT2G36350,0,0,serine/threonine-protein kinase D6PKL1
LOC111997461,AT5G51040,0,0,"succinate dehydrogenase assembly factor 2, mitochondrial"
LOC111997462,AT1G33540,0,0,serine carboxypeptidase-like 2
LOC111997463,AT5G61820,0,0,No Description available
LOC111997466,AT5G51020,0,0,"chromophore lyase CRL, chloroplastic"
LOC111997467,AT2G04690,0,0,No Description available
LOC111997468,AT5G61840,0,0,"probable beta-1,4-xylosyltransferase IRX10L"
LOC111997469,AT4G21110,0,0,protein BUD31 homolog 2
LOC111997471,AT5G61820,0,0,No Description available
LOC111997472,AT3G11750,0,0,dihydroneopterin aldolase 2
LOC111997473,AT5G51010,0,0,No Description available
LOC111997474,AT2G36370,0,0,BTB/POZ domain-containing protein FBL11
LOC111997476,AT4G40040,0,0,histone H3.3
LOC111997480,AT3G52870,0,0,IQ domain-containing protein IQM3
LOC111997481,AT3G52880,0,0,"monodehydroascorbate reductase, seedling isozyme"
LOC111997482,AT1G72710,0,0,casein kinase 1-like protein 2
LOC111997485,AT1G17500,0,0,probable phospholipid-transporting ATPase 4
LOC111997486,AT3G13920,0,0,eukaryotic initiation factor 4A-11
LOC111997488,--,0,0,No Description available
LOC111997489,AT5G17680,0,0,disease resistance protein RPV1
LOC111997492,AT3G63460,0,0,protein transport protein SEC31 homolog B-like
LOC111997494,AT3G14470,0,0,disease resistance protein RGA2
LOC111997497,AT5G11970,0,0,No Description available
LOC111997498,--,0,0,No Description available
LOC111997499,AT1G71920,0,0,"histidinol-phosphate aminotransferase, chloroplastic"
LOC111997501,--,0,0,glycosyltransferase BC10
LOC111997503,AT2G37170,0,0,aquaporin PIP2-2
LOC111997504,AT3G54820,0,0,probable aquaporin PIP2-5
LOC111997505,AT1G03670,0,0,ankyrin repeat-containing protein At5g02620
LOC111997509,AT1G48760,0,0,AP-3 complex subunit delta
LOC111997510,AT1G73805,0,0,protein SAR DEFICIENT 1
LOC111997511,AT1G18390,0,0,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2
LOC111997513,AT5G14580,0,0,"polyribonucleotide nucleotidyltransferase 2, mitochondrial"
LOC111997514,AT5G11730,0,0,glycosyltransferase BC10
LOC111997516,AT2G26560,0,0,patatin-like protein 2
LOC111997517,AT1G33920,0,0,protein PHLOEM PROTEIN 2-LIKE A1
LOC111997519,AT3G03590,0,1,protein TRI1
LOC111997521,AT3G23600,0,0,"endo-1,3;1,4-beta-D-glucanase"
LOC111997522,AT3G23600,0,0,"endo-1,3;1,4-beta-D-glucanase"
LOC111997523,--,0,0,No Description available
LOC111997524,AT5G52820,0,0,notchless protein homolog
LOC111997525,AT3G23600,0,0,"endo-1,3;1,4-beta-D-glucanase"
LOC111997526,AT3G23600,0,0,"endo-1,3;1,4-beta-D-glucanase"
LOC111997530,AT5G17590,0,0,No Description available
LOC111997531,AT3G60130,0,0,beta-glucosidase 12-like
LOC111997533,--,0,0,No Description available
LOC111997535,AT5G24680,0,0,No Description available
LOC111997536,AT5G17660,0,0,No Description available
LOC111997540,AT3G14470,0,0,putative disease resistance protein RGA4
LOC111997542,--,0,0,No Description available
LOC111997547,AT1G47890,0,0,receptor like protein 24-like
LOC111997549,AT4G37050,0,0,patatin-like protein 2
LOC111997553,AT3G12500,0,0,No Description available
LOC111997554,AT4G06676,0,0,protein EI24 homolog
LOC111997555,AT3G59990,0,0,methionine aminopeptidase 2B
LOC111997556,AT1G08980,0,0,amidase 1
LOC111997557,AT4G06599,0,0,ubiquitin-like domain-containing CTD phosphatase
LOC111997559,AT3G14470,0,0,putative disease resistance protein RGA3
LOC111997560,AT1G08540,0,0,RNA polymerase sigma factor sigB
LOC111997561,AT3G58970,0,0,magnesium transporter MRS2-4
LOC111997563,AT4G06634,1,0,zinc finger transcription factor YY1
LOC111997564,AT3G05250,0,0,No Description available
LOC111997565,AT5G23170,0,0,serine/threonine-protein kinase-like protein At5g23170
LOC111997566,AT5G17690,0,0,chromo domain-containing protein LHP1
LOC111997567,--,0,0,No Description available
LOC111997568,--,0,0,glycine-rich protein A3
LOC111997569,AT1G11860,0,0,"aminomethyltransferase, mitochondrial"
LOC111997570,AT1G58100,1,0,transcription factor TCP8
LOC111997571,AT4G20020,0,0,"multiple organellar RNA editing factor 1, mitochondrial"
LOC111997572,AT5G17670,0,0,No Description available
LOC111997573,AT1G10130,0,0,"calcium-transporting ATPase 3, endoplasmic reticulum-type"
LOC111997575,AT1G06910,1,0,No Description available
LOC111997576,AT1G71180,0,0,"probable 3-hydroxyisobutyrate dehydrogenase-like 2, mitochondrial"
LOC111997578,AT1G58110,0,0,No Description available
LOC111997579,AT1G08980,0,0,amidase 1
LOC111997580,AT2G44065,0,0,"large ribosomal subunit protein uL2my, C-terminal part"
LOC111997581,AT3G14470,0,0,putative disease resistance protein RGA3
LOC111997582,AT1G78780,0,0,pathogen-related protein
LOC111997584,AT4G01400,0,0,"pentatricopeptide repeat-containing protein At4g01400, mitochondrial"
LOC111997585,AT1G61010,0,0,cleavage and polyadenylation specificity factor subunit 3-I
LOC111997586,AT1G61010,0,0,cleavage and polyadenylation specificity factor subunit 3-I-like
LOC111997590,AT5G10560,0,0,probable beta-D-xylosidase 6
LOC111997591,AT1G59710,0,0,No Description available
LOC111997592,AT5G65660,0,0,No Description available
LOC111997593,AT5G65670,0,1,auxin-responsive protein IAA9
LOC111997594,AT1G11290,0,0,pentatricopeptide repeat-containing protein At4g21065
LOC111997595,AT1G16830,0,0,putative pentatricopeptide repeat-containing protein At1g16830
LOC111997596,AT5G26780,0,0,"serine hydroxymethyltransferase, mitochondrial"
LOC111997597,AT4G24400,0,0,CBL-interacting serine/threonine-protein kinase 8
LOC111997598,AT1G58290,0,0,"glutamyl-tRNA reductase 1, chloroplastic"
LOC111997601,--,0,0,No Description available
LOC111997603,AT4G37870,0,0,phosphoenolpyruvate carboxykinase (ATP) 1
LOC111997604,AT5G09620,0,0,No Description available
LOC111997605,AT5G49665,0,0,E3 ubiquitin-protein ligase WAV3
LOC111997606,AT5G64460,0,0,phosphoglycerate mutase-like protein 1
LOC111997607,AT5G65640,1,0,transcription factor bHLH93
LOC111997609,AT5G64410,0,0,oligopeptide transporter 4-like
LOC111997610,AT1G58280,0,0,phosphoglycerate mutase-like protein 1
LOC111997612,--,0,0,No Description available
LOC111997615,AT5G53990,0,0,UDP-glycosyltransferase 79B9
LOC111997617,AT4G22720,0,0,No Description available
LOC111997618,AT3G03560,0,0,No Description available
LOC111997619,AT1G30135,1,0,protein TIFY 5A
LOC111997620,AT5G16340,0,0,2-methylpropanoate--CoA ligase CCL4
LOC111997621,AT5G16340,0,0,2-methylpropanoate--CoA ligase CCL4
LOC111997622,AT5G27560,0,0,No Description available
LOC111997623,AT3G08640,0,0,"protein RETICULATA-RELATED 3, chloroplastic"
LOC111997624,AT3G57170,0,0,No Description available
LOC111997627,AT5G17980,0,0,multiple C2 domain and transmembrane region protein 16
LOC111997629,AT5G20600,0,0,No Description available
LOC111997633,AT5G20600,0,0,No Description available
LOC111997640,AT1G52600,0,0,No Description available
LOC111997641,AT3G10160,0,0,folylpolyglutamate synthase
LOC111997644,--,1,0,NAC domain-containing protein 2
LOC111997645,AT1G80150,0,0,"pentatricopeptide repeat-containing protein At1g80150, mitochondrial-like"
LOC111997646,AT5G20590,0,0,protein trichome birefringence-like 5
LOC111997648,AT5G05810,0,0,RING-H2 finger protein ATL43
LOC111997649,AT5G51380,0,0,F-box protein At5g51370
LOC111997650,AT4G00050,1,0,transcription factor UNE10
LOC111997651,AT2G45080,0,0,cyclin-U2-1
LOC111997652,AT1G02040,0,0,zinc finger protein ZAT9
LOC111997654,--,0,0,No Description available
LOC111997659,AT3G14470,0,0,putative disease resistance RPP13-like protein 1
LOC111997660,AT3G05100,0,0,No Description available
LOC111997665,AT1G08820,0,0,No Description available
LOC111997673,AT2G45360,0,0,No Description available
LOC111997674,AT1G09570,0,0,phytochrome A
LOC111997675,AT3G60770,0,0,small ribosomal subunit protein uS15
LOC111997676,AT5G26710,0,0,"glutamate--tRNA ligase, cytoplasmic"
LOC111997677,AT5G26680,0,0,flap endonuclease 1
LOC111997679,AT5G19400,0,0,nonsense-mediated mRNA decay factor SMG7
LOC111997680,AT2G45380,0,0,No Description available
LOC111997681,AT4G00110,0,0,UDP-glucuronate 4-epimerase 3
LOC111997682,--,0,0,No Description available
LOC111997683,AT2G45340,0,0,LRR receptor-like serine/threonine-protein kinase RGI5
LOC111997684,AT2G45320,0,0,No Description available
LOC111997685,AT1G09560,0,0,germin-like protein subfamily 2 member 1
LOC111997686,AT1G60080,0,0,No Description available
LOC111997687,AT5G62280,0,0,No Description available
LOC111997689,AT2G45300,0,0,3-phosphoshikimate 1-carboxyvinyltransferase 2
LOC111997690,AT2G45300,0,0,3-phosphoshikimate 1-carboxyvinyltransferase 2-like
LOC111997692,--,0,0,No Description available
LOC111997693,AT2G45330,0,0,No Description available
LOC111997694,AT5G03560,0,0,pentatricopeptide repeat-containing protein At4g38150
LOC111997695,AT1G57600,0,0,membrane-bound O-acyltransferase GUP1
LOC111997697,AT4G10350,1,0,protein BEARSKIN2
LOC111997698,AT5G26742,0,0,"DEAD-box ATP-dependent RNA helicase 3, chloroplastic"
LOC111997699,AT5G26740,0,0,No Description available
LOC111997703,AT4G16130,0,0,L-arabinokinase
LOC111997706,AT3G56710,0,0,"sigma factor binding protein 1, chloroplastic"
LOC111997707,AT5G52180,0,0,No Description available
LOC111997708,AT1G80290,0,0,glycosyltransferase family protein 64 C3
LOC111997710,AT4G38180,1,0,protein FAR1-RELATED SEQUENCE 5
LOC111997713,--,0,0,No Description available
LOC111997714,AT3G17470,0,0,"probable GTP diphosphokinase CRSH, chloroplastic"
LOC111997716,AT3G17510,0,0,CBL-interacting serine/threonine-protein kinase 1
LOC111997720,AT3G53480,0,0,pleiotropic drug resistance protein 3
LOC111997721,AT3G06430,0,0,"pentatricopeptide repeat-containing protein At3g06430, chloroplastic"
LOC111997722,AT3G53480,0,0,pleiotropic drug resistance protein 3
LOC111997723,AT2G47070,1,0,squamosa promoter-binding-like protein 1
LOC111997725,--,0,0,No Description available
LOC111997726,AT2G45750,0,0,probable methyltransferase PMT16
LOC111997727,AT3G02600,0,0,lipid phosphate phosphatase 2
LOC111997728,AT1G80450,0,0,VQ motif-containing protein 11
LOC111997729,AT5G07250,0,0,RHOMBOID-like protein 3
LOC111997730,AT2G41190,0,0,amino acid transporter AVT1A
LOC111997731,AT3G17440,0,0,novel plant SNARE 13
LOC111997732,AT5G41760,0,0,CMP-sialic acid transporter 2
LOC111997733,AT3G17410,0,0,pto-interacting protein 1
LOC111997734,AT3G06960,0,0,"protein TRIGALACTOSYLDIACYLGLYCEROL 4, chloroplastic"
LOC111997735,AT3G17465,0,0,large ribosomal subunit protein uL3m
LOC111997736,AT1G56720,0,0,probable receptor-like protein kinase At5g18500
LOC111997737,AT5G62020,1,0,heat stress transcription factor B-2a
LOC111997738,AT1G02520,0,0,ABC transporter B family member 11
LOC111997741,AT4G35350,0,0,cysteine protease XCP1
LOC111997743,AT5G48960,0,0,No Description available
LOC111997745,--,0,0,No Description available
LOC111997746,--,0,0,No Description available
LOC111997747,AT1G02500,0,0,S-adenosylmethionine synthase 2
LOC111997748,AT3G17450,0,0,No Description available
LOC111997753,AT1G15080,0,0,lipid phosphate phosphatase 2
LOC111997755,AT1G09520,0,0,No Description available
LOC111997756,AT1G15080,0,0,lipid phosphate phosphatase 2
LOC111997757,AT3G05850,0,0,No Description available
LOC111997759,AT1G52340,0,0,"borneol dehydrogenase, mitochondrial"
LOC111997760,AT5G66520,0,0,pentatricopeptide repeat-containing protein At5g66520-like
LOC111997761,AT2G23450,0,0,wall-associated receptor kinase-like 14
LOC111997762,AT1G52340,0,0,"borneol dehydrogenase, mitochondrial"
LOC111997764,AT4G31330,0,0,No Description available
LOC111997765,AT5G62040,0,0,CEN-like protein 1
LOC111997768,AT5G07240,0,0,protein IQ-DOMAIN 23
LOC111997769,AT3G17430,0,0,probable sugar phosphate/phosphate translocator At3g17430
LOC111997770,--,0,0,No Description available
LOC111997771,AT3G06483,0,0,"pyruvate dehydrogenase (acetyl-transferring) kinase, mitochondrial"
LOC111997773,AT4G05460,0,0,putative F-box/LRR-repeat protein 23
LOC111997777,AT5G42650,0,0,"allene oxide synthase 1, chloroplastic"
LOC111997779,AT4G04220,0,0,receptor-like protein 46
LOC111997785,AT5G45200,0,0,disease resistance-like protein DSC1
LOC111997795,AT1G80290,0,0,glycosyltransferase family protein 64 C3
LOC111997799,--,0,0,No Description available
LOC111997800,AT4G13750,0,0,protein NO VEIN-like
LOC111997804,AT1G07390,0,0,receptor-like protein 15
LOC111997815,AT2G13360,0,0,serine--glyoxylate aminotransferase
LOC111997816,AT3G09150,0,0,"phytochromobilin:ferredoxin oxidoreductase, chloroplastic"
LOC111997817,AT4G31530,0,0,"protein TIC 62, chloroplastic"
LOC111997819,AT4G18380,0,0,F-box protein At4g18380
LOC111997821,AT2G13370,0,1,protein CHROMATIN REMODELING 5
LOC111997823,AT5G48335,0,0,No Description available
LOC111997825,AT3G54280,0,1,TATA-binding protein-associated factor BTAF1
LOC111997829,AT2G39780,0,0,ribonuclease 2
LOC111997832,AT3G06240,0,0,No Description available
LOC111997836,AT3G07570,0,0,cytochrome b561 and DOMON domain-containing protein At3g07570
LOC111997838,AT5G47240,0,0,nudix hydrolase 8
LOC111997839,AT5G67240,0,0,small RNA degrading nuclease 3
LOC111997842,AT4G29180,0,0,probable LRR receptor-like serine/threonine-protein kinase At4g29180
LOC111997843,AT2G04039,0,0,No Description available
LOC111997845,--,0,0,No Description available
LOC111997846,AT5G21910,0,0,No Description available
LOC111997848,--,0,0,No Description available
LOC111997850,AT3G07870,0,0,F-box protein CPR1
LOC111997858,AT4G33210,0,0,F-box/LRR-repeat protein 15
LOC111997859,AT5G21930,0,0,"copper-transporting ATPase PAA2, chloroplastic"
LOC111997860,AT2G26330,0,0,LRR receptor-like serine/threonine-protein kinase ERECTA
LOC111997861,AT5G21482,0,0,cytokinin dehydrogenase 7
LOC111997862,--,0,0,No Description available
LOC111997863,AT5G21920,0,0,"ylmG homolog protein 2, chloroplastic"
LOC111997864,AT3G02700,0,0,protein LEAD-SENSITIVE 1
LOC111997865,AT3G57320,0,0,No Description available
LOC111997866,--,0,0,No Description available
LOC111997867,AT5G14750,1,0,transcription factor MYB114
LOC111997869,AT3G06240,0,0,F-box/kelch-repeat protein At3g23880-like
LOC111997871,AT5G42560,0,0,putative HVA22-like protein g
LOC111997872,AT5G08420,0,0,KRR1 small subunit processome component homolog
LOC111997886,AT2G14170,0,0,No Description available
LOC111997892,AT4G38040,0,0,probable glycosyltransferase At5g03795
LOC111997893,AT1G25375,0,0,No Description available
LOC111997894,AT1G68400,0,0,probable leucine-rich repeat receptor-like protein kinase At1g68400
LOC111997896,AT2G37710,0,0,L-type lectin-domain containing receptor kinase IV.1
LOC111997906,AT4G32450,0,0,"pentatricopeptide repeat-containing protein At2g15690, mitochondrial"
LOC111997907,AT5G45420,0,0,transcription factor MAMYB
LOC111997908,AT1G09620,0,0,"leucine--tRNA ligase, cytoplasmic"
LOC111997909,AT4G18030,0,0,probable methyltransferase PMT14
LOC111997912,AT1G32410,0,0,vacuolar protein sorting-associated protein 55 homolog
LOC111997915,AT1G31870,0,0,No Description available
LOC111997920,--,0,0,No Description available
LOC111997923,AT3G04790,0,0,"probable ribose-5-phosphate isomerase 3, chloroplastic"
LOC111997927,AT2G22590,0,0,putative UDP-rhamnose:rhamnosyltransferase 1
LOC111997930,--,0,0,No Description available
LOC111997931,AT2G36620,0,0,large ribosomal subunit protein eL24
LOC111997933,AT5G50410,0,0,No Description available
LOC111997934,AT5G64550,0,0,No Description available
LOC111997943,AT1G72550,0,0,"phenylalanine--tRNA ligase beta subunit, cytoplasmic"
LOC111997944,--,0,0,pirin-like protein
LOC111997945,AT5G08180,0,0,H/ACA ribonucleoprotein complex subunit 2-like protein
LOC111997946,AT1G73980,0,0,inorganic pyrophosphatase TTM1
LOC111997947,AT5G08170,0,0,agmatine deiminase
LOC111997951,AT1G31660,0,0,bystin
LOC111997957,AT5G67210,0,0,protein IRX15-LIKE
LOC111997958,AT4G06744,0,0,No Description available
LOC111997959,AT4G34131,0,0,scopoletin glucosyltransferase
LOC111997961,AT2G15490,0,0,probable UDP-glucosyl transferase 73B6
LOC111997964,AT1G16330,0,0,putative cyclin-B3-1
LOC111997975,AT3G03940,0,0,casein kinase 1-like protein HD16
LOC111997979,AT1G48460,0,0,No Description available
LOC111997998,AT2G16090,0,0,probable E3 ubiquitin-protein ligase ARI2
LOC111997999,AT4G18830,1,0,transcription repressor OFP5
LOC111998002,AT3G27530,0,0,golgin candidate 6-like
LOC111998006,AT3G28860,0,0,ABC transporter B family member 19
LOC111998017,AT1G29670,0,0,GDSL esterase/lipase At1g29670
LOC111998022,AT1G30900,0,0,vacuolar-sorting receptor 6-like
LOC111998029,AT5G60050,0,0,BTB/POZ domain-containing protein At3g05675-like
LOC111998031,AT3G01680,0,0,protein SIEVE ELEMENT OCCLUSION B
LOC111998033,AT1G61990,0,1,"transcription termination factor MTERF8, chloroplastic"
LOC111998036,AT1G72050,1,0,transcription factor IIIA
LOC111998037,AT5G13870,0,0,xyloglucan endotransglucosylase protein 34
LOC111998038,--,0,0,No Description available
LOC111998054,AT1G60710,0,0,probable aldo-keto reductase 2
LOC111998055,AT1G60730,0,0,IN2-2 protein
LOC111998056,AT2G41140,0,0,CDPK-related kinase 1
LOC111998071,AT3G26618,0,0,eukaryotic peptide chain release factor subunit 1-3
LOC111998072,AT1G73590,0,0,probable auxin efflux carrier component 1b
LOC111998073,--,0,0,No Description available
LOC111998074,AT4G26900,0,0,"imidazole glycerol phosphate synthase hisHF, chloroplastic"
LOC111998075,AT2G44130,0,0,F-box/kelch-repeat protein At2g44130
LOC111998076,AT3G13620,0,0,probable polyamine transporter At3g13620
LOC111998077,AT1G55280,0,0,No Description available
LOC111998089,AT3G53000,0,0,F-box protein PP2-A15
LOC111998090,AT4G04180,0,0,No Description available
LOC111998091,AT5G54160,0,0,caffeic acid 3-O-methyltransferase
LOC111998092,AT3G52580,0,0,small ribosomal subunit protein uS11x
LOC111998093,AT3G52590,0,0,ubiquitin-ribosomal protein eL40 fusion protein
LOC111998094,AT5G06130,0,0,"protein ORANGE-LIKE, chloroplastic"
LOC111998098,AT4G10420,0,0,putative F-box/FBD/LRR-repeat protein At5g62970
LOC111998099,AT5G06140,0,0,sorting nexin 1
LOC111998101,--,0,0,No Description available
LOC111998102,AT2G36145,0,0,No Description available
LOC111998103,AT3G52570,0,0,No Description available
LOC111998122,AT5G06760,0,0,11 kDa late embryogenesis abundant protein
LOC111998123,AT5G66630,0,0,probable disease resistance protein At5g66900
LOC111998126,AT2G24130,0,0,putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g24130
LOC111998127,--,0,0,No Description available
LOC111998128,AT1G49660,0,0,2-hydroxyisoflavanone dehydratase
LOC111998129,AT5G16830,0,0,syntaxin-22
LOC111998130,AT5G16820,1,0,heat stress transcription factor A-1b
LOC111998131,AT2G13770,0,0,No Description available
LOC111998132,--,0,0,No Description available
LOC111998134,AT4G17720,0,0,binding partner of ACD11 1
LOC111998135,AT1G49650,0,0,"probable carboxylesterase 4, mitochondrial"
LOC111998136,AT1G49660,0,0,2-hydroxyisoflavanone dehydratase
LOC111998137,AT1G49650,0,0,2-hydroxyisoflavanone dehydratase
LOC111998139,--,0,0,No Description available
LOC111998140,--,0,0,No Description available
LOC111998144,AT3G12010,0,0,No Description available
LOC111998145,AT4G22190,0,0,No Description available
LOC111998146,AT3G13470,0,0,"chaperonin 60 subunit beta 2, chloroplastic"
LOC111998147,AT3G58500,0,0,serine/threonine-protein phosphatase PP2A-4 catalytic subunit
LOC111998148,AT3G58490,0,0,lipid phosphate phosphatase delta
LOC111998149,AT1G65870,0,0,dirigent protein 22
LOC111998150,AT5G17630,0,0,"xylulose 5-phosphate/phosphate translocator, chloroplastic"
LOC111998151,AT3G58520,0,0,"protein WHAT'S THIS FACTOR 9, mitochondrial"
LOC111998153,AT2G42520,0,0,DEAD-box ATP-dependent RNA helicase 37-like
LOC111998154,AT3G58070,0,0,zinc finger protein 8
LOC111998155,AT5G11580,0,0,ultraviolet-B receptor UVR8
LOC111998156,AT1G65870,0,0,dirigent protein 22
LOC111998158,AT3G58560,0,0,carbon catabolite repressor protein 4 homolog 1
LOC111998159,AT3G58530,0,0,F-box protein At3g58530
LOC111998160,AT2G41945,0,0,No Description available
LOC111998161,AT1G05260,0,0,peroxidase 3
LOC111998163,AT1G75620,0,0,aldehyde oxidase GLOX1
LOC111998170,AT4G36870,1,0,BEL1-like homeodomain protein 2
LOC111998174,AT4G36860,0,1,protein DA1-related 1
LOC111998177,AT4G36860,0,1,protein DA1-related 1
LOC111998178,AT5G66631,0,0,pentatricopeptide repeat-containing protein At5g66631
LOC111998180,AT3G22970,0,0,No Description available
LOC111998186,AT2G38840,0,0,No Description available
LOC111998187,AT2G38830,0,0,protein ELC-like
LOC111998188,AT3G07870,0,0,F-box/kelch-repeat protein At3g06240-like
LOC111998189,AT4G28500,1,0,NAC domain-containing protein 73
LOC111998193,AT1G25580,1,0,SUPPRESSOR OF GAMMA RESPONSE 1
LOC111998243,AT5G25560,0,0,probable E3 ubiquitin-protein ligase RZFP34
LOC111998245,AT3G12500,0,0,basic endochitinase C
LOC111998246,--,0,0,No Description available
LOC111998247,AT1G06620,0,0,1-aminocyclopropane-1-carboxylate oxidase homolog 1
LOC111998249,AT2G25450,0,0,deacetoxyvindoline 4-hydroxylase
LOC111998255,AT3G12500,0,0,endochitinase
LOC111998258,AT1G60560,0,0,No Description available
LOC111998259,AT5G25550,0,0,leucine-rich repeat extensin-like protein 4
LOC111998260,AT4G32650,0,0,potassium channel KAT3
LOC111998261,AT5G25570,0,0,No Description available
LOC111998263,--,0,0,No Description available
LOC111998264,--,0,0,No Description available
LOC111998274,AT4G21410,0,0,cysteine-rich receptor-like protein kinase 44
